# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CY43_14735	CY43_14735	AHX78547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14740	CY43_14740	AHX78548	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14745	CY43_14745	CY43_14745-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14750	CY43_14750	CY43_14750-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14755	CY43_14755	CY43_14755-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14760	CY43_14760	CY43_14760-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14765	CY43_14765	CY43_14765-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14770	CY43_14770	AHX78549	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_14775	CY43_14775	AHX78550	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14955	CY43_14955	AHX78585	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14960	CY43_14960	AHX78586	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14970	CY43_14970	AHX78588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14975	CY43_14975	AHX78589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14980	CY43_14980	AHX78590	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_14985	CY43_14985	AHX78591	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_14990	CY43_14990	AHX78592	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_14995	CY43_14995	AHX78593	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15000	CY43_15000	AHX78594	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15005	CY43_15005	AHX78595	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15010	CY43_15010	AHX78596	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15020	CY43_15020	AHX78597	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15025	CY43_15025	AHX78598	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15030	CY43_15030	AHX78599	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15050	CY43_15050	AHX78603	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15055	CY43_15055	AHX78604	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15060	CY43_15060	AHX78605	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15065	CY43_15065	AHX78606	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15070	CY43_15070	AHX78607	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_15075	CY43_15075	AHX78608	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15080	CY43_15080	AHX78609	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15085	CY43_15085	AHX78610	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15090	CY43_15090	AHX78611	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15095	CY43_15095	AHX78612	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15205	CY43_15205	AHX78632	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15210	CY43_15210	AHX78633	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_15215	CY43_15215	AHX78634	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_15220	CY43_15220	AHX78635	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_15225	CY43_15225	AHX78636	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_15230	CY43_15230	AHX78637	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
CY43_15235	CY43_15235	AHX78638	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_15240	CY43_15240	AHX78639	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_15245	CY43_15245	AHX78640	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_15250	CY43_15250	AHX78641	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_15255	CY43_15255	AHX78642	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_15260	CY43_15260	AHX78643	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_15300	CY43_15300	AHX78651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15305	CY43_15305	AHX78652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15315	CY43_15315	AHX78654	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15320	CY43_15320	AHX78655	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_15325	CY43_15325	AHX78656	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15330	CY43_15330	AHX78657	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15335	CY43_15335	AHX78658	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15340	CY43_15340	AHX78659	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15345	CY43_15345	AHX78660	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15350	CY43_15350	AHX78661	protein_coding	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
CY43_15355	CY43_15355	AHX78662	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_15360	CY43_15360	AHX78663	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15365	CY43_15365	AHX78664	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15375	CY43_15375	AHX78666	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15385	CY43_15385	AHX78668	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15390	CY43_15390	AHX78669	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15395	CY43_15395	AHX78670	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15465	CY43_15465	AHX78684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15470	CY43_15470	AHX78685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15475	CY43_15475	AHX78686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15480	CY43_15480	AHX78687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15490	CY43_15490	AHX78689	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15495	CY43_15495	AHX78690	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_15500	CY43_15500	AHX78691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15505	CY43_15505	AHX78692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15510	CY43_15510	AHX78693	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15515	CY43_15515	AHX78694	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15605	CY43_15605	AHX78710	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_15620	CY43_15620	AHX78713	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_15630	CY43_15630	AHX78715	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15635	CY43_15635	AHX78716	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15640	CY43_15640	AHX78717	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15645	CY43_15645	AHX78718	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15650	CY43_15650	AHX78719	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15655	CY43_15655	AHX78720	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15660	CY43_15660	AHX78721	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_15665	CY43_15665	AHX78722	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15670	CY43_15670	AHX78723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15675	CY43_15675	AHX78724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15680	CY43_15680	AHX78725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15875	CY43_15875	AHX78762	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15880	CY43_15880	AHX78763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15885	CY43_15885	AHX78764	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15890	CY43_15890	AHX78765	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15900	CY43_15900	AHX78767	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15905	CY43_15905	AHX78768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15910	CY43_15910	AHX78769	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_15915	CY43_15915	AHX78770	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15920	CY43_15920	AHX78771	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_15925	CY43_15925	AHX78772	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15935	CY43_15935	AHX78774	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_15940	CY43_15940	AHX78775	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15945	CY43_15945	AHX78776	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15950	CY43_15950	AHX78777	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_15955	CY43_15955	AHX78778	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15960	CY43_15960	AHX78779	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_15965	CY43_15965	AHX78780	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16090	CY43_16090	AHX78805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16095	CY43_16095	AHX78806	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16110	CY43_16110	AHX78807	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16115	CY43_16115	AHX78808	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16120	CY43_16120	AHX78809	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16125	CY43_16125	AHX78810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16130	CY43_16130	AHX78811	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16135	CY43_16135	AHX78812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16155	CY43_16155	AHX78816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16160	CY43_16160	AHX78817	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16165	CY43_16165	AHX78818	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16170	CY43_16170	AHX78819	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16175	CY43_16175	AHX78820	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16180	CY43_16180	AHX78821	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16185	CY43_16185	AHX78822	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16195	CY43_16195	AHX78824	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16200	CY43_16200	AHX78825	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16210	CY43_16210	AHX78827	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16215	CY43_16215	AHX78828	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16345	CY43_16345	AHX78849	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16350	CY43_16350	AHX78850	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16355	CY43_16355	AHX78851	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16360	CY43_16360	AHX78852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16365	CY43_16365	AHX78853	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16370	CY43_16370	AHX78854	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16375	CY43_16375	AHX78855	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16380	CY43_16380	AHX78856	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16395	CY43_16395	AHX78859	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16405	CY43_16405	AHX78861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16410	CY43_16410	AHX78862	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16415	CY43_16415	AHX78863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16420	CY43_16420	AHX78864	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_16425	CY43_16425	AHX78865	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16430	CY43_16430	AHX78866	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16435	CY43_16435	AHX78867	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16440	CY43_16440	AHX78868	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16445	CY43_16445	AHX78869	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16450	CY43_16450	AHX78870	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16455	CY43_16455	AHX78871	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16460	CY43_16460	AHX78872	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16465	CY43_16465	AHX78873	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16470	CY43_16470	AHX78874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16475	CY43_16475	AHX78875	protein_coding	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CY43_16480	CY43_16480	AHX78876	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16485	CY43_16485	AHX78877	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16490	CY43_16490	AHX78878	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16500	CY43_16500	AHX78880	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16505	CY43_16505	AHX78881	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16510	CY43_16510	AHX78882	protein_coding	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CY43_16515	CY43_16515	AHX78883	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16520	CY43_16520	AHX78884	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16525	CY43_16525	AHX78885	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16530	CY43_16530	AHX78886	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16535	CY43_16535	AHX78887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16540	CY43_16540	AHX78888	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_16545	CY43_16545	AHX78889	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16550	CY43_16550	AHX78890	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16555	CY43_16555	AHX78891	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16560	CY43_16560	AHX78892	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16565	CY43_16565	AHX78893	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16570	CY43_16570	AHX78894	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16575	CY43_16575	AHX78895	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16580	CY43_16580	AHX78896	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
CY43_16585	CY43_16585	AHX78897	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
CY43_16590	CY43_16590	AHX78898	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
CY43_16595	CY43_16595	AHX78899	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_16605	CY43_16605	AHX78901	protein_coding	0	0	1	2	0	1	0	1	0	0	0	0	0	0	1
CY43_16610	CY43_16610	AHX78902	protein_coding	0	0	1	2	0	0	0	1	0	0	0	0	0	0	2
CY43_16615	CY43_16615	AHX78903	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
CY43_16620	CY43_16620	AHX78904	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_16625	CY43_16625	AHX78905	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_16635	CY43_16635	AHX78906	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16645	CY43_16645	AHX78908	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16655	CY43_16655	AHX78910	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16660	CY43_16660	AHX78911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16665	CY43_16665	AHX78912	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16670	CY43_16670	AHX78913	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16675	CY43_16675	AHX78914	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_16685	CY43_16685	AHX78915	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16690	CY43_16690	AHX78916	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16880	CY43_16880	AHX78950	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16885	CY43_16885	AHX78951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16890	CY43_16890	AHX78952	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16895	CY43_16895	AHX78953	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CY43_16900	CY43_16900	AHX78954	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16905	CY43_16905	AHX78955	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16910	CY43_16910	AHX78956	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_16915	CY43_16915	AHX78957	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_16925	CY43_16925	AHX78959	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16935	CY43_16935	AHX78960	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_16940	CY43_16940	AHX78961	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17000	CY43_17000	AHX78973	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17005	CY43_17005	AHX78974	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17010	CY43_17010	AHX78975	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17015	CY43_17015	AHX78976	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17025	CY43_17025	AHX78977	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17030	CY43_17030	AHX78978	protein_coding	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CY43_17035	CY43_17035	AHX78979	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17040	CY43_17040	AHX78980	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17045	CY43_17045	AHX78981	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17050	CY43_17050	AHX78982	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17055	CY43_17055	AHX78983	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17060	CY43_17060	AHX78984	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17065	CY43_17065	AHX78985	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17130	CY43_17130	AHX78997	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17135	CY43_17135	AHX78998	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17140	CY43_17140	CY43_17140-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17170	CY43_17170	AHX79004	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17185	CY43_17185	AHX79006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17260	CY43_17260	AHX79020	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17265	CY43_17265	AHX79021	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17270	CY43_17270	AHX79022	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17275	CY43_17275	AHX79023	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17280	CY43_17280	AHX79024	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17285	CY43_17285	AHX79025	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17290	CY43_17290	AHX79026	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_17295	CY43_17295	AHX79027	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17300	CY43_17300	AHX79028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17305	CY43_17305	AHX79029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17310	CY43_17310	AHX79030	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17315	CY43_17315	AHX79031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17325	CY43_17325	AHX79033	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17330	CY43_17330	AHX79034	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17475	CY43_17475	AHX79062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17480	CY43_17480	AHX79063	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17485	CY43_17485	AHX79064	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17490	CY43_17490	AHX79065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17495	CY43_17495	AHX79066	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17505	CY43_17505	AHX79067	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_17510	CY43_17510	AHX79068	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17515	CY43_17515	AHX79069	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17520	CY43_17520	AHX79070	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17525	CY43_17525	AHX79071	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17530	CY43_17530	AHX79072	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17535	CY43_17535	AHX79073	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17545	CY43_17545	AHX79075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17550	CY43_17550	AHX79076	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_17555	CY43_17555	AHX79077	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17560	CY43_17560	AHX79078	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17565	CY43_17565	AHX79079	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17570	CY43_17570	AHX79080	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17575	CY43_17575	AHX79081	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17630	CY43_17630	AHX79092	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
